Stem,Word_anew,Word_mrc,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum,Conc,Imag 
lesson,lesson,lesson,5.57,1.83,21,3.8,2.12,20,6.79,2.32,19,404,446
letter,letter,letter,5.68,1.57,19,3.19,1.97,21,5.97,2.24,60,577,595
letter,lettering,letter,5.14,1.39,21,3.12,2.15,25,5.42,2.04,19,577,595
lettuc,lettuce,lettuce,5.84,1.86,19,3.64,2.66,22,5.44,2.31,18,579,608
level,level,level,5.72,1.67,18,2.15,1.63,20,5.61,1.72,18,422,385
lever,lever,lever,4.5,1.76,20,2.56,1.82,18,6.29,2.26,24,572,515
liar,liar,liar,2.41,2.15,22,6.6,2.46,20,4.74,2.77,19,409,425
liberti,liberty,liberty,7.2,1.82,41,4.5,2.77,44,7.04,2.04,977,302,392
librari,library,library,6.33,2.25,18,2.52,1.94,21,6.35,2.28,20,564,587
lice,lice,lice,2.24,1.64,41,5.2,2.99,44,2.77,1.54,22,543,532
lie,lie,lie,2.39,1.43,41,4.81,2.8,21,4.72,2.91,57,357,385
lieuten,lieutenant,lieutenant,4.91,1.72,22,4.1,2.43,20,5.28,2.67,18,560,512
life,life,life,6.68,2.49,41,5.59,2.58,22,5.89,2.42,44,361,482
lift,lift,lift,5.32,1.76,22,4.9,2.81,20,6.84,2.17,19,461,482
light,light,light,6.55,1.82,22,3.52,2.58,21,5.89,2.25,18,550,542
light,lighting,light,6.52,1.83,21,4.92,2.73,24,6.18,2.44,22,550,542
light,lightness,light,6.37,1.5,19,4.5,2.6,18,5.88,2.18,17,550,542
lightn,lightning,lightning,5.34,1.79,38,6.75,1.59,20,4.0,2.39,22,525,599
like,like,like,7.44,1.46,18,4.4,2.5,20,6.28,1.45,18,286,352
like,likely,like,6.9,1.37,21,4.42,2.29,19,6.14,2.1,21,286,352
like,likeness,like,6.6,1.54,20,4.27,2.39,22,6.43,1.94,21,286,352
lili,lily,lily,7.05,2.15,19,2.64,2.11,22,5.39,1.77,28,609,541
limb,limb,limb,4.42,1.3,19,2.7,1.81,20,6.37,2.39,19,590,580
lime,lime,lime,6.1,1.65,20,3.83,1.98,18,6.23,1.69,22,590,563
limelight,limelight,limelight,6.05,1.7,22,5.47,2.06,19,5.86,2.01,21,379,480
limousin,limousine,limousine,6.14,1.56,21,5.65,2.32,20,6.2,2.5,20,624,595
limp,limp,limp,2.81,1.29,21,3.0,2.25,20,4.45,2.3,22,481,512
line,line,line,4.82,1.1,22,3.24,2.0,21,4.89,2.0,18,477,491
linen,linen,linen,6.0,1.41,19,2.95,1.83,21,5.73,1.91,22,581,551
link,link,link,5.9,1.29,20,3.15,2.52,20,5.91,1.88,23,488,481
link,link,links,5.9,1.29,20,3.15,2.52,20,5.91,1.88,23,454,454
lint,lint,lint,4.3,1.78,20,2.44,1.65,18,4.75,2.01,24,537,513
lion,lion,lion,5.84,1.8,19,5.29,2.22,21,4.86,2.43,43,627,626
lip,lip,lip,6.38,1.8,21,4.6,2.78,20,5.95,2.7,19,590,619
liquid,liquid,liquid,5.35,1.7,23,3.67,2.63,21,6.16,2.27,19,555,589
liquid,liquidate,liquid,3.95,2.04,19,4.36,2.06,22,4.36,2.38,22,555,589
liquor,liquor,liquor,4.85,2.83,20,5.85,2.46,20,4.5,2.8,34,630,576
lisp,lisp,lisp,3.9,1.89,20,3.78,2.24,18,3.5,2.23,24,429,464
listen,listen,listen,6.91,1.31,22,3.76,1.89,21,5.56,2.43,18,408,378
listen,listener,listen,6.1,1.73,21,3.83,2.37,23,5.67,2.29,21,408,378
liter,liter,liter,4.37,2.36,19,3.65,2.14,23,5.16,1.86,19,482,412
liter,liter,literal,4.37,2.36,19,3.65,2.14,23,5.16,1.86,19,295,261
liter,literal,liter,5.84,1.71,19,4.35,1.87,23,6.32,2.19,19,482,412
liter,literal,literal,5.84,1.71,19,4.35,1.87,23,6.32,2.19,19,295,261
literatur,literature,literature,6.43,1.96,21,3.7,2.52,20,6.06,2.0,36,462,487
littl,little,little,5.91,1.66,22,4.2,1.96,20,5.18,2.24,17,378,502
live,live,live,7.95,1.17,22,4.71,2.57,21,6.5,1.86,18,436,446
live,lively,live,7.12,1.36,40,6.1,2.69,20,6.86,1.83,22,436,446
liver,liver,liver,4.19,1.63,21,3.27,2.41,22,4.67,1.98,27,617,571
lizard,lizard,lizard,5.43,2.2,21,5.5,2.82,20,5.86,2.37,21,588,632
load,load,load,4.43,1.47,21,4.55,2.37,20,6.68,2.63,19,439,461
loafer,loafer,loafer,4.05,1.56,22,3.63,2.24,19,5.05,2.5,21,417,456
loan,loan,loan,4.19,2.56,21,3.3,2.03,20,3.77,2.07,22,372,430
lobbi,lobby,lobby,4.76,1.89,21,4.65,2.62,20,5.53,2.14,36,532,462
lobster,lobster,lobster,6.43,1.8,21,4.67,2.43,24,5.55,2.52,22,590,630
lock,lock,lock,4.56,1.62,18,3.0,1.81,20,4.11,2.52,18,565,532
locker,locker,locker,4.79,1.17,43,3.35,2.4,23,6.35,2.45,17,586,569
lode,lode,lode,5.24,1.81,21,3.45,2.52,20,5.03,2.37,36,342,363
lodg,lodge,lodge,6.43,1.54,21,3.33,2.29,21,5.8,1.78,25,538,464
logic,logic,logic,6.58,1.12,19,3.67,1.85,21,6.7,1.69,23,250,294
logic,logical,logic,6.38,2.25,21,3.83,1.99,24,7.29,1.93,21,250,294
logo,logo,logos,5.53,2.01,19,3.32,2.51,22,5.0,1.9,27,299,288
lone,lone,lone,3.75,1.25,20,3.84,2.01,19,4.32,2.34,22,325,457
lone,lonely,lone,2.67,1.62,21,4.37,2.55,43,3.33,1.97,24,325,457
look,look,look,5.95,1.68,22,3.76,2.64,21,5.88,1.67,16,376,395
loon,loon,loon,4.74,1.79,19,3.85,1.98,20,4.75,2.29,20,481,348
loop,loop,loop,5.26,1.59,19,3.52,1.81,21,4.9,1.8,20,490,492
loot,loot,loot,4.43,2.6,21,5.15,2.13,20,5.62,2.5,21,542,579
lord,lord,lord,5.59,2.17,22,3.81,2.42,21,5.75,2.35,16,409,482
lose,lose,lose,3.59,2.09,22,5.43,2.69,21,4.39,2.33,18,299,373
loss,loss,loss,2.9,2.14,21,5.2,2.55,20,4.47,3.04,19,313,409
lotion,lotion,lotion,5.52,1.88,23,3.55,2.28,22,5.75,2.45,20,534,497
love,love,love,8.0,1.39,37,5.36,3.23,47,5.92,2.92,50,311,569
love,love,lovely,8.0,1.39,37,5.36,3.23,47,5.92,2.92,50,318,491
love,loved,love,7.65,1.73,43,5.59,3.08,46,6.68,1.8,19,311,569
love,loved,lovely,7.65,1.73,43,5.59,3.08,46,6.68,1.8,19,318,491
love,lovely,love,7.55,1.65,22,3.95,2.75,21,6.38,2.42,16,311,569
love,lovely,lovely,7.55,1.65,22,3.95,2.75,21,6.38,2.42,16,318,491
low,low,low,4.39,1.72,18,2.21,1.9,19,3.11,1.53,18,322,378
loyalti,loyalty,loyalty,7.18,2.13,22,4.52,2.71,21,7.0,1.83,22,261,411
lubric,lubricant,lubricant,5.32,1.67,19,5.38,1.69,21,5.52,2.25,23,520,515
luck,luck,luck,6.73,1.93,22,4.57,2.87,21,6.06,2.58,18,275,399
lumber,lumber,lumber,5.65,1.31,20,3.32,2.36,22,5.96,2.16,27,560,530
lump,lump,lump,3.07,1.62,41,3.74,2.22,23,4.72,2.13,25,542,546
lunch,lunch,lunch,6.64,1.53,22,3.57,2.01,21,6.44,2.19,16,552,602
lung,lung,lung,4.84,2.01,19,2.64,1.5,22,4.74,2.3,23,569,576
lung,lung,lunge,4.84,2.01,19,2.64,1.5,22,4.74,2.3,23,376,459
lung,lunge,lung,4.27,1.52,22,4.73,2.75,22,6.1,2.38,20,569,576
lung,lunge,lunge,4.27,1.52,22,4.73,2.75,22,6.1,2.38,20,376,459
lure,lure,lure,4.65,1.53,20,4.48,1.97,21,5.44,2.33,25,422,389
lust,lust,lust,6.26,2.1,39,6.44,2.36,45,4.64,2.77,22,324,444
lust,lustful,lust,5.53,2.34,19,6.6,2.19,20,5.04,2.6,24,324,444
luxuri,luxurious,luxury,7.58,1.95,19,4.73,2.57,22,6.62,2.02,24,346,507
luxuri,luxury,luxury,7.25,1.71,20,4.71,3.04,21,5.86,2.26,44,346,507
lye,lye,lye,4.26,1.79,19,4.29,2.35,21,4.91,2.62,34,515,372
macaroni,macaroni,macaroni,7.75,1.37,20,5.09,2.37,23,6.27,2.43,22,631,608
machin,machine,machine,5.0,1.24,23,4.39,2.18,44,4.8,2.22,44,578,575
machineri,machinery,machinery,4.65,1.87,20,3.89,2.22,18,4.76,2.26,21,545,526
mackerel,mackerel,mackerel,4.78,1.57,23,3.45,2.04,22,5.63,2.81,19,636,540
mad,mad,mad,2.47,1.26,19,5.59,2.55,44,4.9,2.33,48,308,479
mad,mad,madness,2.47,1.26,19,5.59,2.55,44,4.9,2.33,48,289,422
mad,madness,mad,2.86,1.71,21,6.25,2.22,20,4.18,2.91,22,308,479
mad,madness,madness,2.86,1.71,21,6.25,2.22,20,4.18,2.91,22,289,422
madman,madman,madman,3.45,2.2,42,6.09,2.53,44,3.76,2.15,37,470,545
magazin,magazine,magazine,6.24,1.87,21,4.2,2.57,20,7.05,2.09,19,588,588
magic,magic,magic,7.17,1.89,18,6.05,2.64,21,5.33,2.47,18,257,458
magic,magical,magic,8.23,0.97,22,5.88,2.47,42,5.3,2.2,20,257,458
magician,magician,magician,5.68,2.21,19,4.73,2.73,22,4.26,2.33,19,560,569
magnesium,magnesium,magnesium,4.95,1.87,19,2.86,1.86,22,4.87,1.82,23,547,391
magnet,magnet,magnet,5.65,1.31,20,3.38,1.95,24,4.89,2.27,28,550,543
magnet,magnetic,magnet,6.17,1.47,18,3.55,2.56,20,4.84,2.15,25,550,543
magnet,magnetism,magnet,6.0,1.37,19,4.56,2.48,18,5.12,2.5,17,550,543
magnitud,magnitude,magnitude,5.1,1.21,20,5.11,2.47,18,5.09,2.37,22,333,303
mahogani,mahogany,mahogany,6.48,1.72,21,2.67,1.8,21,5.63,2.08,27,513,500
maiden,maiden,maiden,5.65,1.04,20,4.05,2.29,21,5.68,2.01,25,545,554
mail,mail,mail,6.28,1.6,40,3.81,2.09,21,5.26,2.24,43,508,548
mail,mailing,mail,5.33,1.83,21,3.14,1.74,21,5.88,2.44,25,508,548
main,main,main,5.27,1.16,22,4.1,2.4,20,6.79,2.25,19,324,309
major,major,majority,5.52,1.36,21,4.24,2.72,21,5.28,1.67,18,338,390
major,majority,majority,4.95,1.07,21,4.3,2.36,23,4.76,2.59,21,338,390
make,make,make,6.09,1.6,22,3.67,2.33,21,6.22,2.32,18,299,322
maker,maker,maker,5.74,1.79,19,4.16,2.39,19,6.15,2.87,20,426,379
maladi,malady,malady,3.86,2.2,21,4.48,2.76,25,4.37,2.99,19,379,370
malaria,malaria,malaria,2.34,1.39,41,5.07,2.63,41,3.32,1.53,19,506,484
male,male,male,6.91,1.9,22,4.5,2.48,20,5.89,2.79,19,564,587
malic,malice,malice,2.81,1.56,43,4.81,2.52,21,4.56,2.31,48,248,365
mall,mall,mall,4.45,2.26,20,5.3,2.68,20,6.0,1.74,26,459,383
mallet,mallet,mallet,4.7,1.63,20,3.95,2.44,21,6.24,1.73,21,623,557
mammal,mammal,mammal,5.95,1.91,22,3.81,2.54,21,6.0,1.75,22,549,541
man,man,man,5.42,1.22,19,4.36,2.49,47,5.44,2.24,54,618,567
man,manly,man,6.09,1.8,22,5.63,2.41,19,6.48,2.5,21,618,567
man,manned,man,5.14,1.13,22,4.47,1.87,19,5.71,2.92,21,618,567
manag,manage,management,4.71,1.23,21,3.52,1.83,23,5.88,2.36,26,381,415
manag,manageable,management,5.33,2.06,21,3.05,1.93,19,6.86,2.06,21,381,415
manag,management,management,4.95,1.9,19,3.24,1.89,21,4.7,3.32,23,381,415
manag,manager,management,4.82,1.74,22,4.15,2.3,20,7.16,2.09,19,381,415
mane,mane,mane,5.32,1.53,19,4.17,2.35,23,5.58,1.98,19,554,528
manicur,manicure,manicure,6.15,1.79,20,4.23,2.29,22,5.56,2.06,18,449,451
mankind,mankind,mankind,6.59,1.92,22,4.89,1.59,19,5.14,2.22,21,406,452
manner,manner,manner,5.86,1.44,42,3.52,2.14,42,5.45,2.0,55,297,342
manor,manor,manor,5.9,0.94,21,3.68,2.29,25,5.05,1.99,19,523,508
mansion,mansion,mansion,6.62,1.88,21,4.84,2.69,25,6.5,2.5,22,579,628
mansion,mansions,mansion,6.21,1.93,19,4.95,2.91,21,5.8,2.09,20,579,628
mantl,mantle,mantle,5.35,1.18,20,2.45,1.82,20,5.05,1.53,22,579,596
manufactur,manufacture,manufacturer,5.0,1.91,19,4.41,2.42,22,5.45,1.68,22,467,362
manufactur,manufacturer,manufacturer,4.0,1.84,24,3.61,1.99,23,4.95,1.77,21,467,362
manufactur,manufacturing,manufacturer,5.0,1.9,22,4.5,2.23,26,5.67,2.1,24,467,362
manur,manure,manure,3.19,1.84,103,4.15,2.24,79,4.51,2.32,76,644,534
map,map,map,5.81,1.91,21,3.95,2.28,20,5.79,2.82,19,565,587
mapl,maple,maple,6.09,1.66,22,3.77,2.07,22,5.47,2.29,19,534,511
mar,mar,mar,3.47,1.65,19,3.41,1.87,22,4.52,2.11,23,302,453
marbl,marble,marble,5.8,1.64,20,3.57,1.73,23,5.38,2.11,21,611,605
mare,mare,mare,5.62,1.53,21,3.64,2.53,25,5.0,2.21,19,549,529
margin,margin,margin,4.75,1.25,20,3.71,1.93,21,5.15,2.64,34,472,494
margin,marginal,margin,4.6,1.05,20,3.57,1.54,21,5.47,2.02,34,472,494
market,market,market,6.21,1.68,101,3.55,2.18,82,5.77,2.24,107,551,583
market,marketing,market,4.83,1.85,23,4.75,2.33,24,5.09,2.56,22,551,583
maroon,maroon,maroon,5.41,2.2,22,4.37,2.14,19,4.76,2.66,21,486,503
maroon,marooned,maroon,4.26,1.88,19,5.9,1.89,21,3.3,2.05,23,486,503
marriag,marriage,marriage,7.56,1.62,18,4.95,3.04,21,5.33,2.89,18,398,556
marri,marry,marry,7.09,2.2,22,5.52,2.96,21,5.67,2.33,18,362,523
martial,martial,martial,5.4,1.64,20,4.23,2.31,22,4.59,2.42,27,338,412
marvel,marvel,marvel,5.84,2.36,19,4.77,2.39,22,5.21,1.47,24,293,410
marvel,marvelous,marvel,7.21,1.72,19,3.77,2.86,22,6.21,1.81,28,293,410
mash,mash,mash,4.81,2.02,21,3.85,2.89,20,4.82,2.38,22,418,472
mash,mashed,mash,4.61,1.46,18,4.15,2.74,20,4.24,1.64,25,418,472
mass,mass,mass,5.15,1.35,20,3.56,2.18,25,5.47,2.55,19,397,484
mass,masses,mass,4.41,1.94,22,4.11,2.91,18,4.54,2.13,24,397,484
mast,mast,mast,4.85,0.88,20,3.71,1.9,21,5.32,2.56,34,576,558
master,master,master,5.72,1.99,18,4.4,3.15,20,4.17,2.83,18,498,495
master,masterful,master,6.72,1.64,43,4.38,1.77,21,6.77,2.09,44,498,495
masteri,mastery,mastery,6.55,1.34,22,5.68,2.73,19,7.25,1.68,20,279,324
mat,mat,mat,5.0,0.94,19,2.86,2.03,21,5.3,2.1,23,513,537
match,match,match,5.61,0.85,18,3.05,2.27,21,6.06,2.01,18,535,490
match,matching,match,6.3,1.45,20,3.0,1.91,24,5.79,2.28,28,535,490
mate,mate,mate,7.18,1.76,22,5.95,2.74,20,6.79,2.02,19,507,506
mate,mating,mate,5.76,2.28,21,6.35,2.23,23,5.67,2.35,21,507,506
materi,material,material,5.71,1.52,24,3.74,2.54,39,5.48,2.04,23,539,490
materi,materialism,material,3.52,2.06,21,3.52,2.31,23,4.89,2.95,18,539,490
materi,materialize,material,5.75,1.45,20,3.95,1.94,21,6.55,2.22,33,539,490
matern,maternal,maternity,6.7,2.03,20,4.38,2.64,21,6.32,1.89,25,341,502
matern,maternity,maternity,5.76,2.07,21,4.83,2.89,23,4.81,2.44,21,341,502
math,math,math,4.45,2.37,20,4.96,3.1,23,5.79,2.42,28,386,487
mathemat,mathematical,mathematical,5.29,2.0,21,3.48,2.81,23,6.0,2.35,18,328,430
mathemat,mathematical,mathematics,5.29,2.0,21,3.48,2.81,23,6.0,2.35,18,413,480
mathemat,mathematics,mathematical,4.89,1.94,19,4.33,2.18,21,5.3,2.57,23,328,430
mathemat,mathematics,mathematics,4.89,1.94,19,4.33,2.18,21,5.3,2.57,23,413,480
matter,matter,matter,5.82,1.37,22,4.05,2.18,21,6.12,2.23,17,439,298
mattress,mattress,mattress,5.74,2.42,19,3.45,2.22,22,6.17,1.9,24,640,601
matur,mature,maturity,5.95,2.03,22,3.48,2.09,21,7.05,1.59,22,234,429
matur,maturity,maturity,6.53,1.17,19,3.55,2.74,22,6.78,1.72,27,234,429
may,may,may,5.55,2.06,22,3.19,1.86,21,5.94,2.25,17,332,370
mayor,mayor,mayor,4.59,1.5,22,4.15,2.41,20,6.21,2.44,19,507,523
maze,maze,maze,5.84,1.61,19,4.83,1.95,18,4.56,2.13,16,528,555
meadow,meadow,meadow,7.3,1.53,20,2.62,2.16,21,6.15,2.39,33,594,622
meal,meal,meal,7.05,1.86,22,4.85,3.0,20,7.11,1.91,19,602,573
mean,mean,mean,2.43,1.69,21,4.81,2.44,21,4.17,2.18,18,313,419
mean,meaning,mean,6.45,1.82,22,4.05,2.14,20,6.53,2.01,19,313,419
mean,meanness,mean,3.09,1.69,22,5.19,2.77,21,5.09,2.79,22,313,419
measl,measles,measles,2.57,1.82,42,4.5,2.52,44,4.1,2.39,58,568,582
measur,measure,measure,5.14,1.56,21,4.36,1.93,25,5.41,2.38,22,366,379
measur,measurement,measure,5.11,1.56,19,3.09,2.14,22,5.18,2.4,22,366,379
meat,meat,meat,6.62,1.77,21,4.3,2.11,20,5.58,2.95,19,587,618
mechan,mechanic,mechanic,5.45,1.32,20,4.45,2.15,22,5.15,2.64,27,580,530
mechan,mechanic,mechanical,5.45,1.32,20,4.45,2.15,22,5.15,2.64,27,385,482
mechan,mechanical,mechanic,5.67,1.93,21,5.4,2.82,20,5.0,2.62,36,580,530
mechan,mechanical,mechanical,5.67,1.93,21,5.4,2.82,20,5.0,2.62,36,385,482
mechan,mechanics,mechanic,6.0,1.45,19,3.91,2.52,22,5.21,1.75,19,580,530
mechan,mechanics,mechanical,6.0,1.45,19,3.91,2.52,22,5.21,1.75,19,385,482
mechan,mechanism,mechanic,4.9,1.61,21,3.64,1.79,22,5.42,1.75,26,580,530
mechan,mechanism,mechanical,4.9,1.61,21,3.64,1.79,22,5.42,1.75,26,385,482
medal,medal,medal,5.2,1.61,20,5.3,2.45,20,5.88,1.8,26,571,529
medallion,medallion,medallion,5.85,1.39,20,3.25,2.29,20,5.52,1.29,21,577,565
medicin,medicinal,medicine,5.45,1.9,22,5.87,1.98,23,5.16,2.39,19,517,551
medicin,medicine,medicine,5.9,2.39,21,4.0,1.99,43,5.35,2.3,55,517,551
mediocr,mediocre,mediocrity,4.43,1.6,21,3.0,2.36,25,4.16,2.19,19,217,258
mediocr,mediocrity,mediocrity,3.71,2.69,21,3.55,1.99,22,3.67,1.98,21,217,258
meek,meek,meek,4.92,1.99,40,3.14,1.88,22,5.05,2.32,22,299,392
meet,meet,meet,6.09,1.54,22,3.71,2.12,21,5.89,1.91,18,341,438
meet,meet,meeting,6.09,1.54,22,3.71,2.12,21,5.89,1.91,18,403,451
meet,meeting,meet,4.55,1.26,22,3.71,2.08,21,5.47,2.35,17,341,438
meet,meeting,meeting,4.55,1.26,22,3.71,2.08,21,5.47,2.35,17,403,451
melancholi,melancholy,melancholy,3.74,1.69,19,4.13,2.56,23,3.96,2.16,26,329,370
melt,melt,melt,5.95,1.8,21,3.0,2.4,24,4.47,2.57,19,413,461
member,member,member,5.95,1.89,22,3.47,2.17,19,6.89,1.85,19,455,399
memori,memorial,memory,5.72,2.27,18,3.25,2.2,20,5.24,1.85,25,284,391
memori,memories,memory,7.0,1.66,40,4.19,2.94,21,6.11,1.91,44,284,391
memori,memory,memory,6.58,2.14,19,4.08,2.25,37,5.75,2.34,48,284,391
menac,menace,menace,3.13,1.67,39,4.89,2.83,44,4.4,2.53,43,377,398
menac,menacing,menace,3.14,1.2,21,4.76,2.62,21,4.15,1.96,27,377,398
menu,menu,menu,6.3,1.34,20,4.17,2.42,23,6.29,2.15,21,555,613
merchant,merchant,merchant,5.21,1.36,19,3.68,2.08,22,5.18,2.04,22,517,472
merci,merciful,mercy,7.0,2.0,21,4.22,2.13,23,6.75,1.94,20,239,373
merci,mercy,mercy,6.4,2.16,20,3.67,2.45,18,5.55,2.3,22,239,373
mercuri,mercury,mercury,5.67,1.85,18,4.8,2.69,20,3.96,1.86,25,537,521
merit,merit,merit,6.94,1.55,18,3.16,2.83,19,5.88,2.01,25,308,380
mermaid,mermaid,mermaid,7.05,1.43,21,5.58,2.14,19,4.33,2.13,21,494,578
merri,merry,merry,7.2,2.11,84,4.57,2.62,108,7.1,1.79,91,370,519
messag,message,message,6.18,1.87,22,3.81,2.62,21,6.78,2.21,18,459,438
messeng,messenger,messenger,5.65,1.31,20,4.57,2.23,21,5.65,2.13,34,527,505
metal,metal,metal,5.05,1.34,41,3.48,2.09,21,6.54,1.98,24,582,541
metal,metallic,metal,5.26,1.45,19,4.32,2.33,19,5.17,1.99,24,582,541
method,method,method,5.2,1.32,40,4.17,2.55,42,6.13,2.24,47,303,304
method,methodical,method,5.11,1.97,19,3.76,2.3,21,5.43,1.85,23,303,304
metropoli,metropolis,metropolis,4.95,1.96,20,4.95,2.48,21,5.6,2.4,25,504,572
microscop,microscope,microscope,6.33,1.37,18,4.0,2.56,23,5.05,2.09,19,591,617
microscop,microscopic,microscope,5.24,1.73,21,3.86,2.46,22,5.33,2.06,21,591,617
midnight,midnight,midnight,6.18,2.08,22,4.05,3.07,20,6.26,2.38,19,396,602
midshipman,midshipman,midshipman,4.75,1.68,20,2.72,1.93,18,5.14,1.42,22,532,369
mild,mild,mild,5.9,2.1,21,2.39,1.8,23,5.67,2.4,18,330,359
mile,mile,mile,4.78,1.8,18,3.43,2.38,21,5.33,1.78,18,460,511
mileag,mileage,mileage,5.9,1.71,20,2.95,1.94,21,5.64,1.93,25,421,460
militari,military,military,4.9,2.34,21,5.8,2.31,20,5.89,2.64,19,417,478
milk,milk,milk,6.74,1.91,19,2.33,1.56,21,6.31,2.33,42,670,638
million,million,million,7.55,1.79,22,5.38,2.71,21,5.82,2.19,17,364,440
millston,millstone,millstone,4.86,1.96,21,3.12,2.51,24,6.4,2.04,20,578,526
mimic,mimic,mimic,4.67,1.43,21,3.85,2.16,20,6.05,2.44,22,329,390
minc,mince,mince,5.23,1.57,22,4.14,2.33,21,5.68,2.03,22,430,419
mind,mind,mind,6.7,1.6,43,5.05,2.26,39,6.09,2.14,22,333,373
mind,mindful,mind,6.7,1.3,20,6.0,2.7,20,6.76,1.71,25,333,373
miner,miner,miner,4.81,1.44,21,4.05,1.84,19,4.67,2.06,21,551,569
miner,miner,mineral,4.81,1.44,21,4.05,1.84,19,4.67,2.06,21,527,432
miner,mineral,miner,6.05,2.12,19,2.86,2.61,21,4.67,1.92,27,551,569
miner,mineral,mineral,6.05,2.12,19,2.86,2.61,21,4.67,1.92,27,527,432
mine,mining,mine,4.5,1.71,22,4.57,2.78,23,5.53,2.01,19,452,522
minist,minister,minister,5.0,1.84,21,3.85,2.94,20,5.65,1.93,20,563,584
mink,mink,mink,5.86,1.81,22,3.24,2.39,21,4.86,2.1,22,589,604
minor,minor,minor,4.81,1.6,21,3.26,1.98,23,4.79,1.93,19,353,376
minor,minority,minor,4.75,1.12,20,3.1,1.84,21,4.88,2.55,25,353,376
minut,minute,minute,5.5,1.47,22,3.76,2.64,21,4.17,2.28,18,361,473
miracl,miracle,miracle,7.3,2.25,20,5.52,2.79,23,5.26,2.62,42,282,367
mirag,mirage,mirage,4.47,2.25,19,3.8,1.96,20,4.21,2.11,24,377,489
mirror,mirror,mirror,5.9,1.76,21,4.55,2.54,20,5.5,2.02,36,605,627
mischief,mischief,mischief,4.78,2.39,41,5.77,1.78,39,4.97,2.48,59,325,422
mischiev,mischievous,mischievous,4.48,2.27,21,4.88,1.78,24,4.86,2.46,21,292,455
misconcept,misconception,misconception,3.65,0.81,20,3.45,2.24,20,4.33,1.68,21,251,292
miseri,misery,misery,2.2,1.59,102,4.82,2.64,98,3.8,2.34,74,297,444
miss,miss,miss,4.1,1.41,21,3.9,2.36,21,5.12,1.86,16,372,447
missil,missile,missile,2.85,1.6,20,5.67,2.61,21,4.2,2.6,25,597,602
mist,mist,mist,6.47,1.58,19,3.05,1.96,20,4.7,2.52,20,497,637
mister,mister,mister,5.56,2.23,18,3.2,2.48,20,4.83,2.07,18,349,365
mistress,mistress,mistress,3.86,2.35,21,5.96,2.33,23,5.33,2.37,21,530,535
misus,misuse,misuse,3.25,1.48,20,4.48,2.13,23,4.9,1.64,21,318,367
mite,mite,mite,3.9,2.0,20,4.68,2.53,22,5.19,1.57,21,463,387
mixer,mixer,mixer,4.9,1.52,20,4.17,2.53,18,5.18,1.94,22,574,536
mixtur,mixture,mixture,5.9,1.3,21,3.52,2.42,25,6.0,1.97,19,356,433
moan,moan,moan,4.05,1.93,20,5.52,2.75,21,6.04,1.99,25,379,475
moat,moat,moat,5.19,1.72,21,4.17,2.26,24,4.95,2.54,22,509,497
moistur,moisture,moisture,5.5,1.71,22,4.39,2.09,18,4.14,1.96,21,545,513
moistur,moisturizer,moisture,6.35,1.66,20,2.95,1.85,20,5.86,1.78,22,545,513
molass,molasses,molasses,5.9,1.65,20,3.09,2.11,23,5.71,2.15,21,578,451
mold,mold,mold,2.71,1.58,42,3.77,2.29,43,4.5,2.42,54,486,454
mole,mole,mole,4.23,1.69,22,3.81,2.29,21,5.32,1.92,19,590,567
molecul,molecule,molecule,5.37,1.86,19,3.7,2.75,20,4.75,2.31,24,453,470
moment,moment,moment,6.1,1.55,20,4.05,2.33,20,6.0,1.53,43,301,334
moment,momentous,moment,6.35,1.5,20,4.9,2.1,20,5.95,2.01,22,301,334
monarch,monarch,monarch,4.33,1.83,21,3.41,2.09,22,3.78,2.39,18,525,572
monasteri,monastery,monastery,4.75,1.77,20,2.5,1.58,18,4.59,2.32,22,564,550
money,money,money,7.1,2.27,20,6.86,2.49,22,6.32,3.05,25,574,604
monk,monk,monk,4.9,1.73,21,2.61,1.53,23,5.04,2.13,26,570,606
monkey,monkey,monkey,5.82,2.13,22,5.15,2.5,20,5.74,2.7,19,566,588
monsoon,monsoon,monsoon,2.85,1.73,20,4.5,2.18,18,3.09,1.63,22,508,498
month,month,month,5.78,1.59,18,3.64,2.16,44,5.05,2.42,20,345,448
month,monthly,month,5.32,1.95,19,3.5,1.74,22,4.67,2.2,24,345,448
monument,monument,monument,6.24,1.41,21,2.82,1.79,22,5.45,1.54,20,558,543
monument,monumental,monument,5.74,1.59,19,5.24,2.32,21,6.06,2.16,34,558,543
mood,mood,mood,5.29,1.74,21,4.5,2.63,20,5.79,2.66,19,234,394
moon,moon,moon,7.0,1.88,18,3.43,2.27,21,6.11,2.03,18,581,585
moonlight,moonlight,moonlight,7.05,1.86,21,3.61,2.37,23,6.28,2.7,18,456,613
moos,moose,moose,6.71,1.45,21,4.85,2.35,20,4.97,2.16,36,616,604
moral,moral,moral,6.85,1.86,104,3.73,2.39,85,6.31,2.48,75,220,341
moral,morale,moral,5.95,1.85,20,4.1,2.36,20,6.23,1.8,22,220,341
moral,morality,moral,6.48,1.81,21,4.76,2.3,25,6.5,2.2,22,220,341
morbid,morbid,morbid,2.73,1.67,41,5.29,2.65,21,4.49,2.69,43,358,420
